genes	Diff1	Diff2
OXSR1	-0.140580854	-0.140580854
OXTR	-0.019667741	-0.019667741
P2RX1	-0.16606019	-0.16606019
P2RX2	-0.230107105	-0.230107105
P2RX3	-0.270726146	-0.270726146
P2RX4	0.084407805	0.084407805
P2RX5	0.189378521	0.189378521
P2RX6	0.068227036	0.068227036
P2RX7	0.049560825	0.049560825
P2RY1	0.120862508	0.120862508
P2RY10	0.575047606	0.575047606
P2RY12	0.490588117	0.490588117
P2RY13	0.534245878	0.534245878
P2RY14	0.66394361	0.66394361
P2RY2	-0.105033293	-0.105033293
P2RY4	0.010581635	0.010581635
P2RY6	1.106522794	1.106522794
P3H1	-0.234219346	-0.234219346
P3H2	-0.393172586	-0.393172586
P3H3	-0.197637613	-0.197637613
P3H4	0.275509522	0.275509522
P4HA1	0.318421604	0.318421604
P4HA2	0.239237055	0.239237055
P4HA3	0.710533989	0.710533989
P4HB	-0.037057146	-0.037057146
P4HTM	0.064086797	0.064086797
PTPRG	-0.358602961	-0.358602961
PA2G4	-0.307768453	-0.307768453
PABPC1	-0.102077817	-0.102077817
PABPC1L	-0.044179727	-0.044179727
PABPC1L2A	-0.1786843	-0.1786843
PABPC4	-0.256263482	-0.256263482
PABPC4L	0.14966323	0.14966323
PABPC5	0.057338402	0.057338402
PABPN1	-0.130263145	-0.130263145
PABPN1L	-0.010983871	-0.010983871
PACC1	-0.13360165	-0.13360165
PACRG	0.154296543	0.154296543
PACS1	-0.22892541	-0.22892541
PACS2	-0.119104354	-0.119104354
PACSIN1	0.288609456	0.288609456
PACSIN2	-0.311271665	-0.311271665
PACSIN3	-0.203818841	-0.203818841
PADI1	0.103261423	0.103261423
PADI2	-0.318001609	-0.318001609
PADI3	0.040492842	0.040492842
PADI4	1.366422203	1.366422203
PADI6	0.117028907	0.117028907
PAF1	-0.117446902	-0.117446902
PAFAH1B1	0.102146985	0.102146985
PAFAH1B2	-0.238541056	-0.238541056
PAFAH1B3	0.012259229	0.012259229
PAFAH2	0.089053721	0.089053721
PAG1	-0.149058213	-0.149058213
PAGR1	0.074001215	0.074001215
PAICS	-0.232272388	-0.232272388
PAIP1	0.134697784	0.134697784
PAIP2	0.31297808	0.31297808
PAIP2B	-0.166467906	-0.166467906
PAK1	0.868436002	0.868436002
PAK1IP1	-0.110211867	-0.110211867
PAK2	0.035734791	0.035734791
PAK3	-0.101140349	-0.101140349
PAK4	-0.177427609	-0.177427609
PAK5	0.005330542	0.005330542
PAK6	0.157392719	0.157392719
PALM2AKAP2	-0.400348707	-0.400348707
PALB2	-0.385703226	-0.385703226
PALD1	-0.555953472	-0.555953472
PALLD	0.484508164	0.484508164
PALM	-0.251255589	-0.251255589
PALM3	-0.066371395	-0.066371395
PALMD	0.306285664	0.306285664
PALS1	0.02830765	0.02830765
PALS2	-0.224789628	-0.224789628
PAM	0.08804814	0.08804814
PAM16	-0.135171984	-0.135171984
PAMR1	0.998421943	0.998421943
PAN2	-0.339970487	-0.339970487
PAN3	-0.044503264	-0.044503264
PANK1	-0.198699212	-0.198699212
PANK2	-0.003854563	-0.003854563
PANK3	-0.061249048	-0.061249048
PANK4	-0.076352801	-0.076352801
PANX1	-0.045669565	-0.045669565
PANX2	-0.00355642	-0.00355642
PANX3	0.022374809	0.022374809
PAOX	0.080451822	0.080451822
PAPLN	-0.354063927	-0.354063927
PAPOLA	-0.22108058	-0.22108058
PAPOLB	0.014145882	0.014145882
PAPOLG	0.087417382	0.087417382
PAPPA	-0.007228581	-0.007228581
PAPPA2	-0.145273493	-0.145273493
PAPSS1	-0.244206508	-0.244206508
PAPSS2	0.451320235	0.451320235
PAQR3	0.127229361	0.127229361
PAQR4	-0.171158788	-0.171158788
PAQR5	0.076292885	0.076292885
PAQR6	0.091879823	0.091879823
PAQR7	0.118742846	0.118742846
PAQR8	0.287877793	0.287877793
PAQR9	0.061063313	0.061063313
PARD3	-0.267382578	-0.267382578
PARD3B	-0.133541293	-0.133541293
PARD6A	0.43612219	0.43612219
PARD6B	-0.103246182	-0.103246182
PARD6G	-0.138641415	-0.138641415
PARG	-0.192694078	-0.192694078
PARK7	-0.113146027	-0.113146027
PARL	-0.313126659	-0.313126659
PARM1	-0.145743373	-0.145743373
PARN	-0.054868567	-0.054868567
PARP1	-0.378625768	-0.378625768
PARP10	0.559975687	0.559975687
PARP11	0.727552759	0.727552759
PARP12	0.593317764	0.593317764
PARP14	1.101904305	1.101904305
PARP16	-0.176452724	-0.176452724
PARP2	-0.124737483	-0.124737483
PARP3	0.312496156	0.312496156
PARP4	0.517006279	0.517006279
PARP6	0.221994616	0.221994616
PARP8	0.516453319	0.516453319
PARP9	0.715982824	0.715982824
PARPBP	-0.149204081	-0.149204081
PARS2	0.212154784	0.212154784
PARVA	-0.145749099	-0.145749099
PARVB	-0.279957636	-0.279957636
PARVG	0.683449501	0.683449501
PASK	0.007623901	0.007623901
PATE2	0.196012158	0.196012158
PATE3	0.027993083	0.027993083
PATJ	-0.399109691	-0.399109691
PATL1	-0.050163718	-0.050163718
PATL2	0.014247805	0.014247805
PATZ1	-0.183594734	-0.183594734
PAWR	-0.211803381	-0.211803381
PAX1	-0.018505219	-0.018505219
PAX3	-0.134326889	-0.134326889
PAX4	0.031370197	0.031370197
PAX5	-0.048554897	-0.048554897
PAX6	-0.011734192	-0.011734192
PAX7	-0.002392549	-0.002392549
PAX8	-0.009430588	-0.009430588
PAX9	-0.14900859	-0.14900859
PAXBP1	-0.110049172	-0.110049172
PAXIP1	-0.340320846	-0.340320846
PAXX	-0.12352421	-0.12352421
PBDC1	-0.010055667	-0.010055667
PBK	-0.169374692	-0.169374692
PBLD	-0.490464018	-0.490464018
PEBP1	-0.192288333	-0.192288333
PBRM1	-0.310768142	-0.310768142
PBX1	-0.037444814	-0.037444814
PBX2	0.00734573	0.00734573
PBX3	-0.137523066	-0.137523066
PBX4	-0.067352498	-0.067352498
PBXIP1	0.043718847	0.043718847
PCBD1	0.260171392	0.260171392
PCBD2	0.19350933	0.19350933
PCBP1	-0.212121853	-0.212121853
PCBP2	-0.184175252	-0.184175252
PCBP3	0.292906219	0.292906219
PCBP4	-0.389618174	-0.389618174
PCCA	0.011126459	0.011126459
PCCB	-0.269682175	-0.269682175
PCDH1	0.327472604	0.327472604
PCDH10	0.072823505	0.072823505
PCDH11X	0.027928002	0.027928002
PCDH12	0.013570654	0.013570654
PCDH15	-0.0119156	-0.0119156
PCDH17	-0.092084148	-0.092084148
PCDH18	0.249504844	0.249504844
PCDH19	0.262873139	0.262873139
PCDH20	-0.021991631	-0.021991631
PCDH7	-0.312942842	-0.312942842
PCDH8	0.041887036	0.041887036
PCDH9	-0.184448179	-0.184448179
PCDHA12	0.085996586	0.085996586
PCDHA11	-0.024056587	-0.024056587
PCDHA2	-0.025093279	-0.025093279
PCDHA3	0.01170838	0.01170838
PCDHA5	0.044080693	0.044080693
PCDHA6	0.010661084	0.010661084
PCDHA7	0.006110429	0.006110429
PCDHA9	0.173265265	0.173265265
PCDHA10	0.063387797	0.063387797
PCDHAC1	-0.009430588	-0.009430588
PCDHAC2	0.061966798	0.061966798
PCDHB1	0.132916422	0.132916422
PCDHB5	-0.115660503	-0.115660503
PCDHB6	0.029051658	0.029051658
PCDHB7	0.120794736	0.120794736
PCDHB16	0.112583806	0.112583806
PCDHB2	-0.098896031	-0.098896031
PCDHB14	-0.074312007	-0.074312007
PCDHB15	-0.238121945	-0.238121945
PCDHB3	0.028108232	0.028108232
PCDHB4	-0.057623652	-0.057623652
PCDHGA1	-0.13099388	-0.13099388
PCDHGA10	0.116378023	0.116378023
PCDHGA11	-0.005476221	-0.005476221
PCDHGA12	0.01035104	0.01035104
PCDHGA2	0.068220898	0.068220898
PCDHGA3	0.009665496	0.009665496
PCDHGA4	-0.131042508	-0.131042508
PCDHGA5	-0.124051377	-0.124051377
PCDHGA6	0.147984656	0.147984656
PCDHGA7	-0.031482945	-0.031482945
PCDHGA8	-0.091771689	-0.091771689
PCDHGA9	-0.001988201	-0.001988201
PCDHGB1	0.079647014	0.079647014
PCDHGB2	-0.265516176	-0.265516176
PCDHGB4	-0.008337958	-0.008337958
PCDHGB5	-0.00656077	-0.00656077
PCDHGB6	0.06371988	0.06371988
PCDHGB7	0.356903689	0.356903689
PCDHGC3	0.382994028	0.382994028
PCDHGC4	0.375101606	0.375101606
PCDHGC5	-0.146792873	-0.146792873
PCED1A	-0.001467238	-0.001467238
PCED1B	0.462694484	0.462694484
PCF11	-0.139434245	-0.139434245
PCGF1	0.37397512	0.37397512
PCGF2	0.004168978	0.004168978
PCGF3	-0.006754232	-0.006754232
PCGF5	0.353383352	0.353383352
PCGF6	-0.199460069	-0.199460069
PCID2	-0.036995091	-0.036995091
PCIF1	-0.101109112	-0.101109112
PCK1	0.038613413	0.038613413
PCK2	-0.085124401	-0.085124401
PCLAF	-0.321958326	-0.321958326
PCLO	-0.014370551	-0.014370551
PCM1	-0.205404819	-0.205404819
PCMT1	-0.009031028	-0.009031028
PCMTD1	0.252671899	0.252671899
PCMTD2	0.12239547	0.12239547
PCNA	-0.208978619	-0.208978619
PCNP	-0.049165175	-0.049165175
PCNT	-0.031949947	-0.031949947
PCNX1	0.070936975	0.070936975
PCNX2	0.015376378	0.015376378
PCNX3	-0.227937166	-0.227937166
PCNX4	-0.113051441	-0.113051441
PCOLCE	0.39448901	0.39448901
PCOLCE2	0.980545224	0.980545224
PCP2	0.150636945	0.150636945
PCP4	0.218943677	0.218943677
PCP4L1	0.303288309	0.303288309
PCSK1	-0.002401236	-0.002401236
PCSK1N	-0.075337442	-0.075337442
PCSK2	0.0120959	0.0120959
PCSK4	-0.363384742	-0.363384742
PCSK5	0.472123027	0.472123027
PCSK6	-0.088088909	-0.088088909
PCSK7	-0.04115801	-0.04115801
PCSK9	-0.818893318	-0.818893318
PCTP	0.14200401	0.14200401
PC	-0.417059451	-0.417059451
PCYOX1	0.015786204	0.015786204
PCYOX1L	-0.226751962	-0.226751962
PCYT1A	-0.070112426	-0.070112426
PCYT1B	0.119213123	0.119213123
PCYT2	-0.433437924	-0.433437924
PDAP1	-0.352777369	-0.352777369
PDC	0.113640414	0.113640414
PDCD1	0.905148648	0.905148648
PDCD10	0.18072432	0.18072432
PDCD11	-0.347342139	-0.347342139
PDCD1LG2	1.052032018	1.052032018
PDCD2	0.039564429	0.039564429
PDCD2L	-0.073686236	-0.073686236
PDCD4	-0.082173327	-0.082173327
PDCD5	-0.05462275	-0.05462275
PDCD6	0.076847292	0.076847292
PDCD6IP	0.040345541	0.040345541
PDCD7	-0.133937292	-0.133937292
PDCL	-0.052907039	-0.052907039
PDCL2	0.116377545	0.116377545
PDCL3	0.068604333	0.068604333
PDE10A	-0.362226488	-0.362226488
PDE11A	0.027561342	0.027561342
PDE12	-0.178115866	-0.178115866
PDE1A	0.027977883	0.027977883
PDE1B	0.704494215	0.704494215
PDE1C	-0.036579098	-0.036579098
PDE2A	0.198755751	0.198755751
PDE3A	-0.306794559	-0.306794559
PDE3B	0.567755692	0.567755692
PDE4A	-0.14490645	-0.14490645
PDE4B	-0.151626586	-0.151626586
PDE4C	-0.227582114	-0.227582114
PDE4D	-0.340014882	-0.340014882
PDE4DIP	-0.017174663	-0.017174663
PDE5A	0.110099376	0.110099376
PDE6A	-0.005892272	-0.005892272
PDE6B	0.008798666	0.008798666
PDE6D	0.098182334	0.098182334
PDE6G	-0.176488821	-0.176488821
PDE6H	0.188522964	0.188522964
PDE7A	-0.152976277	-0.152976277
PDE7B	0.233061434	0.233061434
PDE8A	0.109402013	0.109402013
PDE8B	0.282124679	0.282124679
PDE9A	-0.155653862	-0.155653862
PDF	-0.207784763	-0.207784763
PDGFA	0.047128284	0.047128284
PDGFB	0.520174906	0.520174906
PDGFC	1.002698558	1.002698558
PDGFD	0.88400052	0.88400052
PDGFRA	1.275289978	1.275289978
PDGFRB	0.194434376	0.194434376
PDGFRL	-0.179176114	-0.179176114
PDHA1	-0.003655694	-0.003655694
PDHB	-0.039704285	-0.039704285
PDHX	-0.136232066	-0.136232066
PDIA2	0.05450241	0.05450241
PDIA3	0.012548279	0.012548279
PDIA4	-0.169602729	-0.169602729
PDIA5	-0.310450589	-0.310450589
PDIA6	-0.280227728	-0.280227728
PDIK1L	-0.209229969	-0.209229969
PDK1	0.018806125	0.018806125
PDK2	0.508063122	0.508063122
PDK3	0.18140454	0.18140454
PDK4	0.189597933	0.189597933
PDLIM1	0.026652244	0.026652244
PDLIM2	0.732529741	0.732529741
PDLIM3	-0.925729303	-0.925729303
PDLIM4	0.834944849	0.834944849
PDLIM5	0.019039815	0.019039815
PDLIM7	0.165888225	0.165888225
PDP1	0.026179227	0.026179227
PDP2	-0.209024524	-0.209024524
PDPK1	-0.047341097	-0.047341097
PDPN	0.350765094	0.350765094
PDPR	-0.257742777	-0.257742777
PDRG1	-0.013908781	-0.013908781
PDS5A	-0.243683608	-0.243683608
PDS5B	-0.19210446	-0.19210446
PDSS1	-0.232803938	-0.232803938
PDSS2	-0.056553421	-0.056553421
PDXDC1	-0.139438424	-0.139438424
PDXK	-0.370985335	-0.370985335
PDXP	-0.023734783	-0.023734783
PDZD11	0.147439138	0.147439138
PDZD2	0.354839529	0.354839529
PDZD4	-0.186573162	-0.186573162
PDZD7	0.059628966	0.059628966
PDZD8	-0.211241345	-0.211241345
PDZD9	0.181935786	0.181935786
PDZK1	0.001989327	0.001989327
PDZK1IP1	0.114557914	0.114557914
PDZRN3	-0.553495761	-0.553495761
PDZRN4	0.010256111	0.010256111
PEA15	0.085283354	0.085283354
PEAK1	-0.050611373	-0.050611373
PEAR1	-0.251095808	-0.251095808
PEBP4	0.022040347	0.022040347
PECAM1	0.184377405	0.184377405
PECR	-0.138849492	-0.138849492
PEDS1	-0.151113265	-0.151113265
PEF1	0.060471619	0.060471619
PEG10	-0.475350651	-0.475350651
PEG13	0.141173817	0.141173817
PEG3	-0.301357561	-0.301357561
PELI1	-0.02364185	-0.02364185
PELI2	0.052697048	0.052697048
PELI3	-0.358909971	-0.358909971
PELO	-0.161908616	-0.161908616
PELP1	-0.222544282	-0.222544282
PEMT	-0.053910717	-0.053910717
PENK	0.190012373	0.190012373
PEPD	0.16314165	0.16314165
PER1	-0.928945743	-0.928945743
PER2	-0.118159971	-0.118159971
PER3	-0.051262903	-0.051262903
PERM1	0.264852131	0.264852131
PERP	-0.287313312	-0.287313312
PES1	-0.251473664	-0.251473664
PET100	-0.244936944	-0.244936944
PET117	0.146666708	0.146666708
PEX1	-0.220983668	-0.220983668
PEX10	-0.122047669	-0.122047669
PEX11A	0.169605469	0.169605469
PEX11B	-0.245220659	-0.245220659
PEX11G	-0.088840425	-0.088840425
PEX12	-0.050988017	-0.050988017
PEX13	0.207566862	0.207566862
PEX14	-0.170112919	-0.170112919
PEX16	-0.0882233	-0.0882233
PEX19	0.00369342	0.00369342
PEX2	0.073314539	0.073314539
PEX26	0.047363491	0.047363491
PEX3	-0.016517437	-0.016517437
PEX5	-0.024461016	-0.024461016
PEX5L	0.099660687	0.099660687
PEX6	-0.032493208	-0.032493208
PEX7	0.041477518	0.041477518
PF4	1.650244344	1.650244344
PFAS	-0.417417815	-0.417417815
PFDN1	-0.089878999	-0.089878999
PFDN2	-0.068993899	-0.068993899
PFDN4	0.008353874	0.008353874
PFDN5	0.097024628	0.097024628
PFDN6	-0.309642461	-0.309642461
PFKFB1	-0.271390639	-0.271390639
PFKFB2	-0.020784414	-0.020784414
PFKFB3	0.200135318	0.200135318
PFKFB4	0.303784103	0.303784103
PFKL	0.020147614	0.020147614
PFKM	-0.07101664	-0.07101664
PFKP	0.054225274	0.054225274
PFN1	-0.04707318	-0.04707318
PFN2	0.23466141	0.23466141
PFN4	0.149430579	0.149430579
PGAM1	0.050927538	0.050927538
PGAM2	-0.093198467	-0.093198467
PGAM5	-0.059398734	-0.059398734
PGAP1	0.170640189	0.170640189
PGAP2	-0.038125567	-0.038125567
PGAP3	-0.056283329	-0.056283329
PGAP4	-0.766031202	-0.766031202
PGAP6	0.645947065	0.645947065
PGBD1	0.117014597	0.117014597
PGBD5	-0.380461501	-0.380461501
PGC	-0.023131523	-0.023131523
PGD	-0.017361409	-0.017361409
PGF	0.385250926	0.385250926
PGGHG	0.158604655	0.158604655
PGGT1B	-0.1634159	-0.1634159
PGK1	0.070323871	0.070323871
PGLS	0.055003343	0.055003343
PGLYRP1	0.853963583	0.853963583
PGLYRP2	0.31579664	0.31579664
PGLYRP3	0.197518186	0.197518186
PGLYRP4	0.197890521	0.197890521
PGM1	0.043299794	0.043299794
PGM2	0.015046271	0.015046271
PGM2L1	0.28775231	0.28775231
PGM3	-0.123244901	-0.123244901
PGM5	-0.047945158	-0.047945158
PGP	-0.273680761	-0.273680761
PGPEP1	-0.062699939	-0.062699939
PGPEP1L	0.138954039	0.138954039
PGR	0.271340294	0.271340294
PGRMC1	0.016718111	0.016718111
PGRMC2	-0.265560959	-0.265560959
PGS1	-0.102782826	-0.102782826
PHACTR1	-0.01338987	-0.01338987
PHACTR2	-0.296181284	-0.296181284
PHACTR3	0.04853448	0.04853448
PHACTR4	-0.026163971	-0.026163971
PHAF1	-0.081426978	-0.081426978
PHAX	0.029133237	0.029133237
PHB1	-0.118144205	-0.118144205
PHB2	-0.288951809	-0.288951809
PHC1	-0.348330774	-0.348330774
PHC2	-7.66E-05	-7.66E-05
PHC3	-0.164233239	-0.164233239
PHETA1	-0.171025143	-0.171025143
PHETA2	-0.007978327	-0.007978327
PHEX	-0.037344163	-0.037344163
PHF1	-0.008645697	-0.008645697
PHF10	-0.049728606	-0.049728606
PHF11	1.443819589	1.443819589
PHF12	-0.22262237	-0.22262237
PHF13	0.099498982	0.099498982
PHF14	-0.196957974	-0.196957974
PHF19	-0.310561404	-0.310561404
PHF2	-0.310931347	-0.310931347
PHF20	-0.256612372	-0.256612372
PHF20L1	-0.037140323	-0.037140323
PHF21A	-0.091310466	-0.091310466
PHF21B	-0.824882351	-0.824882351
PHF23	0.170760581	0.170760581
PHF24	0.274485243	0.274485243
PHF3	-0.13552678	-0.13552678
PHF5A	-0.149203608	-0.149203608
PHF6	-0.125440767	-0.125440767
PHF7	-0.176905761	-0.176905761
PHF8	0.040929851	0.040929851
PHGDH	-0.547945625	-0.547945625
PHIP	-0.308455046	-0.308455046
PHKA1	-0.303541588	-0.303541588
PHKA2	-0.058597405	-0.058597405
PHKB	-0.016198127	-0.016198127
PHKG1	-0.188267227	-0.188267227
PHKG2	-0.091704408	-0.091704408
PHLDA1	0.079826091	0.079826091
PHLDA2	-0.58335048	-0.58335048
PHLDA3	-0.125641502	-0.125641502
PHLDB1	-0.190783554	-0.190783554
PHLDB2	0.100503508	0.100503508
PHLDB3	-0.115729449	-0.115729449
PHLPP1	-0.166455531	-0.166455531
PHLPP2	-0.126126873	-0.126126873
PHOSPHO1	0.01103093	0.01103093
PHOSPHO2	-0.054251923	-0.054251923
PHOX2A	0.021245803	0.021245803
PHOX2B	-0.081691512	-0.081691512
PHPT1	-0.23971431	-0.23971431
PHRF1	-0.21431585	-0.21431585
PHTF1	-0.02347764	-0.02347764
PHTF2	0.034937404	0.034937404
PHYH	0.427979926	0.427979926
PHYHD1	0.559038158	0.559038158
PHYHIP	0.214135502	0.214135502
PHYHIPL	0.325081778	0.325081778
PHYKPL	-0.257719459	-0.257719459
PI15	0.000285707	0.000285707
PI16	2.544751568	2.544751568
PI4K2A	0.072862563	0.072862563
PI4K2B	-0.034339896	-0.034339896
PI4KA	0.097602359	0.097602359
PI4KB	-0.110081944	-0.110081944
PIANP	0.091108501	0.091108501
PIAS1	0.05151621	0.05151621
PIAS2	-0.096150779	-0.096150779
PIAS3	0.122351454	0.122351454
PIAS4	-0.170741033	-0.170741033
PIBF1	-0.052503719	-0.052503719
PICALM	-0.003856674	-0.003856674
PICK1	-0.083061449	-0.083061449
PID1	1.179119293	1.179119293
PIDD1	-0.536276923	-0.536276923
PIERCE1	0.168750623	0.168750623
PIERCE2	0.444162482	0.444162482
PIEZO1	-0.242139154	-0.242139154
PIEZO2	-0.081481784	-0.081481784
PIF1	-0.430858244	-0.430858244
PIGA	-0.079002701	-0.079002701
PIGB	-0.083263001	-0.083263001
PIGBOS1	0.170517111	0.170517111
PIGC	0.005076173	0.005076173
PIGF	-0.253866242	-0.253866242
PIGG	-0.140941526	-0.140941526
PIGH	0.256700077	0.256700077
PIGK	-0.013057813	-0.013057813
PIGL	-0.174548607	-0.174548607
PIGM	-0.045888251	-0.045888251
PIGN	-0.128057911	-0.128057911
PIGO	-0.43296116	-0.43296116
PIGP	0.134477817	0.134477817
PIGQ	-0.082336471	-0.082336471
PIGR	0.00490001	0.00490001
PIGS	-0.090361456	-0.090361456
PIGT	-0.041405681	-0.041405681
PIGU	-0.088539817	-0.088539817
PIGV	0.318717954	0.318717954
PIGW	0.072551584	0.072551584
PIGX	0.067595279	0.067595279
PIGY	-0.150816325	-0.150816325
PIGZ	0.462220245	0.462220245
PIH1D1	-0.060596042	-0.060596042
PIH1D2	0.213550235	0.213550235
PIK3AP1	1.370378638	1.370378638
PIK3C2A	0.005132177	0.005132177
PIK3C2B	-0.170288844	-0.170288844
PIK3C2G	0.016643227	0.016643227
PIK3C3	0.062835268	0.062835268
PIK3CA	0.100815541	0.100815541
PIK3CB	0.079417987	0.079417987
PIK3CD	0.301682852	0.301682852
PIK3CG	0.646989342	0.646989342
PIK3IP1	0.340829516	0.340829516
PIK3R1	-0.119677994	-0.119677994
PIK3R2	-0.204932587	-0.204932587
PIK3R3	-0.060456489	-0.060456489
PIK3R4	-0.039942259	-0.039942259
PIK3R5	0.811392296	0.811392296
PIK3R6	0.775831053	0.775831053
PIKFYVE	0.028788648	0.028788648
PILRA	0.762086755	0.762086755
PILRB	0.393554557	0.393554557
PIM1	0.318997723	0.318997723
PIM2	0.072352135	0.072352135
PIM3	-0.467416945	-0.467416945
PIMREG	-0.481243064	-0.481243064
PIN1	-0.227721169	-0.227721169
PIN4	0.01424431	0.01424431
PINK1	0.274698296	0.274698296
PINLYP	-0.445235742	-0.445235742
PINX1	-0.327253239	-0.327253239
PIP4K2A	0.081140531	0.081140531
PIP4K2B	-0.159332116	-0.159332116
PIP4K2C	-0.102716135	-0.102716135
PIP4P1	-0.090123581	-0.090123581
PIP4P2	0.233302838	0.233302838
PIP5K1A	0.025697447	0.025697447
PIP5K1B	-0.363486264	-0.363486264
PIP5K1C	-0.238332953	-0.238332953
PIP5KL1	0.080347074	0.080347074
PIPOX	0.155239166	0.155239166
PIR	0.258327687	0.258327687
LILRB3	0.38479562	0.38479562
PISD	-0.019920465	-0.019920465
PITHD1	-0.221035144	-0.221035144
PITPNA	0.011601779	0.011601779
PITPNB	-0.195559437	-0.195559437
PITPNC1	-0.140197916	-0.140197916
PITPNM1	0.147538757	0.147538757
PITPNM2	-0.487273528	-0.487273528
PITPNM3	0.136857944	0.136857944
PITRM1	-0.264672289	-0.264672289
PITX1	0.022944548	0.022944548
PITX2	0.191935594	0.191935594
PITX3	0.029848357	0.029848357
PIWIL1	-0.019891965	-0.019891965
PIWIL2	-0.026662172	-0.026662172
PIWIL4	0.102366201	0.102366201
PJA1	-0.160071493	-0.160071493
PJA2	-0.016789986	-0.016789986
PJVK	-0.004926595	-0.004926595
PKD1	-0.051336588	-0.051336588
PKD1L1	-0.002392549	-0.002392549
PKD1L2	0.149089411	0.149089411
PKD1L3	-0.00201239	-0.00201239
PKD2	-0.106748205	-0.106748205
PKD2L1	-0.00710739	-0.00710739
PKD2L2	0.104125211	0.104125211
PKDCC	0.092645973	0.092645973
PKDREJ	-0.17848671	-0.17848671
PKHD1	0.025711164	0.025711164
PKHD1L1	-0.055475869	-0.055475869
PKIA	0.100020719	0.100020719
PKIB	-0.184821419	-0.184821419
PKIG	-0.022951614	-0.022951614
PKLR	-0.012780215	-0.012780215
PKM	-0.017920051	-0.017920051
PKMYT1	-0.37113852	-0.37113852
PKN1	-0.044601711	-0.044601711
PKN2	-0.228869254	-0.228869254
PKN3	-0.341592821	-0.341592821
PKNOX1	-0.371457307	-0.371457307
PKNOX2	-0.295084187	-0.295084187
PKP1	-0.327315075	-0.327315075
PKP2	0.247419763	0.247419763
PKP3	0.34999329	0.34999329
PKP4	-0.263203808	-0.263203808
PLA1A	1.859795488	1.859795488
PLA2G12A	-0.169963578	-0.169963578
PLA2G12B	0.056627132	0.056627132
PLA2G15	0.514868173	0.514868173
PLA2G1B	-0.22441904	-0.22441904
PLA2G2C	-0.229020229	-0.229020229
PLA2G2D	0.880250963	0.880250963
PLA2G2E	0.53505668	0.53505668
PLA2G2F	-0.07433063	-0.07433063
PLA2G3	-0.534199064	-0.534199064
PLA2G4A	0.806182588	0.806182588
PLA2G4B	-0.005907976	-0.005907976
PLA2G4C	0.146014617	0.146014617
PLA2G4D	-0.017936202	-0.017936202
PLA2G4E	0.077532624	0.077532624
PLA2G4F	0.211737441	0.211737441
PLA2G5	-0.144438126	-0.144438126
PLA2G6	-0.294769992	-0.294769992
PLA2G7	1.585688957	1.585688957
PLA2R1	0.320915492	0.320915492
PLAA	-0.047031182	-0.047031182
PLAAT1	0.000177849	0.000177849
PLAAT3	0.74109581	0.74109581
PLAAT5	-0.032459231	-0.032459231
PLAC1	-0.197354633	-0.197354633
PLAC8	1.734770665	1.734770665
